Scenario,State,Energy,Type,Year,Capacity
HIGHRECOST,CA,Storage,BATT,2032,5.06673716632443
HIGHRECOST,CA,Storage,BATT,2034,5.06673716632443
HIGHRECOST,CA,Storage,BATT,2036,5.06673716632443
HIGHRECOST,CA,Storage,BATT,2038,5.06673716632443
HIGHRECOST,CA,Storage,BATT,2040,5.06680949162917
HIGHRECOST,CA,Storage,BATT,2042,5.06772877581937
HIGHRECOST,CA,Storage,BATT,2044,5.07077019725906
HIGHRECOST,CA,Storage,BATT,2046,5.07077019725906
HIGHRECOST,CA,Storage,BATT,2048,5.18769928923798
HIGHRECOST,CA,Storage,BATT,2050,5.3831986057872
HIGHRECOST,WA,Land-based Wind,WIND,2020,3.2012224041278
HIGHRECOST,WA,Land-based Wind,WIND,2022,3.2012224041278
HIGHRECOST,WA,Land-based Wind,WIND,2024,3.2012224041278
HIGHRECOST,WA,Land-based Wind,WIND,2026,2.9762224041278
HIGHRECOST,WA,Land-based Wind,WIND,2028,2.9606214041278
HIGHRECOST,WA,Land-based Wind,WIND,2030,2.3830214041278
HIGHRECOST,WA,Land-based Wind,WIND,2032,1.8345114041278
HIGHRECOST,WA,Land-based Wind,WIND,2034,0.996011404127803
HIGHRECOST,WA,Land-based Wind,WIND,2036,0.996011404127803
HIGHRECOST,WA,Land-based Wind,WIND,2038,1.00737698226265
HIGHRECOST,WA,Land-based Wind,WIND,2040,1.10991526410332
HIGHRECOST,WA,Land-based Wind,WIND,2042,0.959803624801832
HIGHRECOST,WA,Land-based Wind,WIND,2044,0.990839932760438
HIGHRECOST,WA,Land-based Wind,WIND,2046,1.06209377477156
HIGHRECOST,WA,Land-based Wind,WIND,2048,1.13648317920849
HIGHRECOST,WA,Land-based Wind,WIND,2050,1.20420351816126
HIGHRECOST,WA,Offshore Wind,WIND,2020,0
HIGHRECOST,WA,Offshore Wind,WIND,2022,0
HIGHRECOST,WA,Offshore Wind,WIND,2024,0
HIGHRECOST,WA,Offshore Wind,WIND,2026,0
HIGHRECOST,WA,Offshore Wind,WIND,2028,0
HIGHRECOST,WA,Offshore Wind,WIND,2030,0
HIGHRECOST,WA,Offshore Wind,WIND,2032,0
HIGHRECOST,WA,Offshore Wind,WIND,2034,0
HIGHRECOST,WA,Offshore Wind,WIND,2036,0
HIGHRECOST,WA,Offshore Wind,WIND,2038,0
HIGHRECOST,WA,Offshore Wind,WIND,2040,0
HIGHRECOST,WA,Offshore Wind,WIND,2042,0
HIGHRECOST,WA,Offshore Wind,WIND,2044,0
HIGHRECOST,WA,Offshore Wind,WIND,2046,0
HIGHRECOST,WA,Offshore Wind,WIND,2048,0
HIGHRECOST,WA,Offshore Wind,WIND,2050,0
HIGHRECOST,WA,CSP,SOLAR,2020,0
HIGHRECOST,WA,CSP,SOLAR,2022,0
HIGHRECOST,WA,CSP,SOLAR,2024,0
HIGHRECOST,WA,CSP,SOLAR,2026,0
HIGHRECOST,WA,CSP,SOLAR,2028,0
HIGHRECOST,WA,CSP,SOLAR,2030,0
HIGHRECOST,WA,CSP,SOLAR,2032,0
HIGHRECOST,WA,CSP,SOLAR,2034,0
HIGHRECOST,WA,CSP,SOLAR,2036,0
HIGHRECOST,WA,CSP,SOLAR,2038,0
HIGHRECOST,WA,CSP,SOLAR,2040,0
HIGHRECOST,WA,CSP,SOLAR,2042,0
HIGHRECOST,WA,CSP,SOLAR,2044,0
HIGHRECOST,WA,CSP,SOLAR,2046,0
HIGHRECOST,WA,CSP,SOLAR,2048,0
HIGHRECOST,WA,CSP,SOLAR,2050,0
HIGHRECOST,WA,Utility PV,SOLAR,2020,0.000384615384615385
HIGHRECOST,WA,Utility PV,SOLAR,2022,0.000384615384615385
HIGHRECOST,WA,Utility PV,SOLAR,2024,0.000384615384615385
HIGHRECOST,WA,Utility PV,SOLAR,2026,0.000384615384615385
HIGHRECOST,WA,Utility PV,SOLAR,2028,0.000384615384615385
HIGHRECOST,WA,Utility PV,SOLAR,2030,0.000384615384615385
HIGHRECOST,WA,Utility PV,SOLAR,2032,0.000384615384615385
HIGHRECOST,WA,Utility PV,SOLAR,2034,0.000384615384615385
HIGHRECOST,WA,Utility PV,SOLAR,2036,0.000384615384615385
HIGHRECOST,WA,Utility PV,SOLAR,2038,0.000384615384615385
HIGHRECOST,WA,Utility PV,SOLAR,2040,0.000384615384615385
HIGHRECOST,WA,Utility PV,SOLAR,2042,0.000384615384615385
HIGHRECOST,WA,Utility PV,SOLAR,2044,0.000384615384615385
HIGHRECOST,WA,Utility PV,SOLAR,2046,0.000384615384615385
HIGHRECOST,WA,Utility PV,SOLAR,2048,0.000384615384615385
HIGHRECOST,WA,Utility PV,SOLAR,2050,0.000384615384615385
HIGHRECOST,WA,Rooftop PV,SOLAR,2020,0.0825436363636364
HIGHRECOST,WA,Rooftop PV,SOLAR,2022,0.0825436363636364
HIGHRECOST,WA,Rooftop PV,SOLAR,2024,0.0825436363636364
HIGHRECOST,WA,Rooftop PV,SOLAR,2026,0.0825436363636364
HIGHRECOST,WA,Rooftop PV,SOLAR,2028,0.0825436363636364
HIGHRECOST,WA,Rooftop PV,SOLAR,2030,0.0825436363636364
HIGHRECOST,WA,Rooftop PV,SOLAR,2032,0.0825436363636364
HIGHRECOST,WA,Rooftop PV,SOLAR,2034,0.0825436363636364
HIGHRECOST,WA,Rooftop PV,SOLAR,2036,0.0825436363636364
HIGHRECOST,WA,Rooftop PV,SOLAR,2038,0.0825436363636364
HIGHRECOST,WA,Rooftop PV,SOLAR,2040,0.0825436363636364
HIGHRECOST,WA,Rooftop PV,SOLAR,2042,0.0825436363636364
HIGHRECOST,WA,Rooftop PV,SOLAR,2044,0.0825436363636364
HIGHRECOST,WA,Rooftop PV,SOLAR,2046,0.0825436363636364
HIGHRECOST,WA,Rooftop PV,SOLAR,2048,0.0825436363636364
HIGHRECOST,WA,Rooftop PV,SOLAR,2050,0.0825436363636364
HIGHRECOST,WA,Storage,BATT,2020,0.258248
HIGHRECOST,WA,Storage,BATT,2022,0.258248
HIGHRECOST,WA,Storage,BATT,2024,0.258248
HIGHRECOST,WA,Storage,BATT,2026,0.258248
HIGHRECOST,WA,Storage,BATT,2028,0.258248
HIGHRECOST,WA,Storage,BATT,2030,0.258248
HIGHRECOST,WA,Storage,BATT,2032,0.258248
HIGHRECOST,WA,Storage,BATT,2034,0.258248
HIGHRECOST,WA,Storage,BATT,2036,0.258248
HIGHRECOST,WA,Storage,BATT,2038,0.258248
HIGHRECOST,WA,Storage,BATT,2040,0.258248
HIGHRECOST,WA,Storage,BATT,2042,0.258248
HIGHRECOST,WA,Storage,BATT,2044,0.258248
HIGHRECOST,WA,Storage,BATT,2046,0.258248
HIGHRECOST,WA,Storage,BATT,2048,0.258248
HIGHRECOST,WA,Storage,BATT,2050,0.258248
HIGHRECOST,OR,Land-based Wind,WIND,2020,3.615861
HIGHRECOST,OR,Land-based Wind,WIND,2022,3.590861
HIGHRECOST,OR,Land-based Wind,WIND,2024,3.590861
HIGHRECOST,OR,Land-based Wind,WIND,2026,3.397061
HIGHRECOST,OR,Land-based Wind,WIND,2028,3.356061
HIGHRECOST,OR,Land-based Wind,WIND,2030,3.180561
HIGHRECOST,OR,Land-based Wind,WIND,2032,2.63243082719817
HIGHRECOST,OR,Land-based Wind,WIND,2034,1.996408319815
HIGHRECOST,OR,Land-based Wind,WIND,2036,2.92062820620865
HIGHRECOST,OR,Land-based Wind,WIND,2038,3.09333732777316
HIGHRECOST,OR,Land-based Wind,WIND,2040,3.86723401613104
HIGHRECOST,OR,Land-based Wind,WIND,2042,3.32367211879621
HIGHRECOST,OR,Land-based Wind,WIND,2044,3.32367211879621
HIGHRECOST,OR,Land-based Wind,WIND,2046,3.31367211879621
HIGHRECOST,OR,Land-based Wind,WIND,2048,3.31511796881821
HIGHRECOST,OR,Land-based Wind,WIND,2050,3.49991608017663
HIGHRECOST,OR,Offshore Wind,WIND,2020,0
HIGHRECOST,OR,Offshore Wind,WIND,2022,0
HIGHRECOST,OR,Offshore Wind,WIND,2024,0
HIGHRECOST,OR,Offshore Wind,WIND,2026,0
HIGHRECOST,OR,Offshore Wind,WIND,2028,0
HIGHRECOST,OR,Offshore Wind,WIND,2030,0
HIGHRECOST,OR,Offshore Wind,WIND,2032,0
HIGHRECOST,OR,Offshore Wind,WIND,2034,0
HIGHRECOST,OR,Offshore Wind,WIND,2036,0
HIGHRECOST,OR,Offshore Wind,WIND,2038,0
HIGHRECOST,OR,Offshore Wind,WIND,2040,0
HIGHRECOST,OR,Offshore Wind,WIND,2042,0
HIGHRECOST,OR,Offshore Wind,WIND,2044,0
HIGHRECOST,OR,Offshore Wind,WIND,2046,0
HIGHRECOST,OR,Offshore Wind,WIND,2048,0
HIGHRECOST,OR,Offshore Wind,WIND,2050,0
HIGHRECOST,OR,CSP,SOLAR,2020,0
HIGHRECOST,OR,CSP,SOLAR,2022,0
HIGHRECOST,OR,CSP,SOLAR,2024,0
HIGHRECOST,OR,CSP,SOLAR,2026,0
HIGHRECOST,OR,CSP,SOLAR,2028,0
HIGHRECOST,OR,CSP,SOLAR,2030,0
HIGHRECOST,OR,CSP,SOLAR,2032,0
HIGHRECOST,OR,CSP,SOLAR,2034,0
HIGHRECOST,OR,CSP,SOLAR,2036,0
HIGHRECOST,OR,CSP,SOLAR,2038,0
HIGHRECOST,OR,CSP,SOLAR,2040,0
HIGHRECOST,OR,CSP,SOLAR,2042,0
HIGHRECOST,OR,CSP,SOLAR,2044,0
HIGHRECOST,OR,CSP,SOLAR,2046,0
HIGHRECOST,OR,CSP,SOLAR,2048,0
HIGHRECOST,OR,CSP,SOLAR,2050,0
HIGHRECOST,OR,Utility PV,SOLAR,2020,0.363558307692308
HIGHRECOST,OR,Utility PV,SOLAR,2022,0.363558307692308
HIGHRECOST,OR,Utility PV,SOLAR,2024,0.363558307692308
HIGHRECOST,OR,Utility PV,SOLAR,2026,0.363558307692308
HIGHRECOST,OR,Utility PV,SOLAR,2028,0.363558307692308
HIGHRECOST,OR,Utility PV,SOLAR,2030,0.363558307692308
HIGHRECOST,OR,Utility PV,SOLAR,2032,0.488038242993146
HIGHRECOST,OR,Utility PV,SOLAR,2034,1.07447602912934
HIGHRECOST,OR,Utility PV,SOLAR,2036,1.73234438441089
HIGHRECOST,OR,Utility PV,SOLAR,2038,1.73234438441089
HIGHRECOST,OR,Utility PV,SOLAR,2040,1.73234438441089
HIGHRECOST,OR,Utility PV,SOLAR,2042,2.4959670340113
HIGHRECOST,OR,Utility PV,SOLAR,2044,2.78503224862222
HIGHRECOST,OR,Utility PV,SOLAR,2046,3.11951567403062
HIGHRECOST,OR,Utility PV,SOLAR,2048,3.44705562277884
HIGHRECOST,OR,Utility PV,SOLAR,2050,3.51447123174248
HIGHRECOST,OR,Rooftop PV,SOLAR,2020,0.151443636363636
HIGHRECOST,OR,Rooftop PV,SOLAR,2022,0.168087272727273
HIGHRECOST,OR,Rooftop PV,SOLAR,2024,0.188174545454545
HIGHRECOST,OR,Rooftop PV,SOLAR,2026,0.213101818181818
HIGHRECOST,OR,Rooftop PV,SOLAR,2028,0.243778181818182
HIGHRECOST,OR,Rooftop PV,SOLAR,2030,0.28022
HIGHRECOST,OR,Rooftop PV,SOLAR,2032,0.323545454545455
HIGHRECOST,OR,Rooftop PV,SOLAR,2034,0.372107272727273
HIGHRECOST,OR,Rooftop PV,SOLAR,2036,0.426303636363636
HIGHRECOST,OR,Rooftop PV,SOLAR,2038,0.483642727272727
HIGHRECOST,OR,Rooftop PV,SOLAR,2040,0.543046363636364
HIGHRECOST,OR,Rooftop PV,SOLAR,2042,0.601341818181818
HIGHRECOST,OR,Rooftop PV,SOLAR,2044,0.6575
HIGHRECOST,OR,Rooftop PV,SOLAR,2046,0.70983
HIGHRECOST,OR,Rooftop PV,SOLAR,2048,0.7572
HIGHRECOST,OR,Rooftop PV,SOLAR,2050,0.798511818181818
HIGHRECOST,OR,Storage,BATT,2020,0.0025
HIGHRECOST,OR,Storage,BATT,2022,0.0025
HIGHRECOST,OR,Storage,BATT,2024,0.0025
HIGHRECOST,OR,Storage,BATT,2026,0.0025
HIGHRECOST,OR,Storage,BATT,2028,0.0025
HIGHRECOST,OR,Storage,BATT,2030,0.0025
HIGHRECOST,OR,Storage,BATT,2032,0.00259162681018264
HIGHRECOST,OR,Storage,BATT,2034,0.0027104966146323
HIGHRECOST,OR,Storage,BATT,2036,0.00598218038838052
HIGHRECOST,OR,Storage,BATT,2038,0.00717803728467304
HIGHRECOST,OR,Storage,BATT,2040,0.00782222088634371
HIGHRECOST,OR,Storage,BATT,2042,0.0159040618867243
HIGHRECOST,OR,Storage,BATT,2044,0.0185347953189782
HIGHRECOST,OR,Storage,BATT,2046,0.019507225915904
HIGHRECOST,OR,Storage,BATT,2048,0.0278487885683802
HIGHRECOST,OR,Storage,BATT,2050,0.0293405768446525
HIGHRECOST,NV,Land-based Wind,WIND,2020,0.15181
HIGHRECOST,NV,Land-based Wind,WIND,2022,0.15181
HIGHRECOST,NV,Land-based Wind,WIND,2024,0.15181
HIGHRECOST,NV,Land-based Wind,WIND,2026,0.15181
HIGHRECOST,NV,Land-based Wind,WIND,2028,0.15181
HIGHRECOST,NV,Land-based Wind,WIND,2030,0.15181
HIGHRECOST,NV,Land-based Wind,WIND,2032,0.1518
HIGHRECOST,NV,Land-based Wind,WIND,2034,0.1518
HIGHRECOST,NV,Land-based Wind,WIND,2036,0.1518
HIGHRECOST,NV,Land-based Wind,WIND,2038,0.1518
HIGHRECOST,NV,Land-based Wind,WIND,2040,0.1518
HIGHRECOST,NV,Land-based Wind,WIND,2042,0.019172700293
HIGHRECOST,NV,Land-based Wind,WIND,2044,0.131277434900804
HIGHRECOST,NV,Land-based Wind,WIND,2046,0.526574092816804
HIGHRECOST,NV,Land-based Wind,WIND,2048,0.611530045714978
HIGHRECOST,NV,Land-based Wind,WIND,2050,0.611530045714978
HIGHRECOST,NV,Offshore Wind,WIND,2020,0
HIGHRECOST,NV,Offshore Wind,WIND,2022,0
HIGHRECOST,NV,Offshore Wind,WIND,2024,0
HIGHRECOST,NV,Offshore Wind,WIND,2026,0
HIGHRECOST,NV,Offshore Wind,WIND,2028,0
HIGHRECOST,NV,Offshore Wind,WIND,2030,0
HIGHRECOST,NV,Offshore Wind,WIND,2032,0
HIGHRECOST,NV,Offshore Wind,WIND,2034,0
HIGHRECOST,NV,Offshore Wind,WIND,2036,0
HIGHRECOST,NV,Offshore Wind,WIND,2038,0
HIGHRECOST,NV,Offshore Wind,WIND,2040,0
HIGHRECOST,NV,Offshore Wind,WIND,2042,0
HIGHRECOST,NV,Offshore Wind,WIND,2044,0
HIGHRECOST,NV,Offshore Wind,WIND,2046,0
HIGHRECOST,NV,Offshore Wind,WIND,2048,0
HIGHRECOST,NV,Offshore Wind,WIND,2050,0
HIGHRECOST,NV,CSP,SOLAR,2020,0.174
HIGHRECOST,NV,CSP,SOLAR,2022,0.174
HIGHRECOST,NV,CSP,SOLAR,2024,0.174
HIGHRECOST,NV,CSP,SOLAR,2026,0.174
HIGHRECOST,NV,CSP,SOLAR,2028,0.174
HIGHRECOST,NV,CSP,SOLAR,2030,0.174
HIGHRECOST,NV,CSP,SOLAR,2032,0.174
HIGHRECOST,NV,CSP,SOLAR,2034,0.174
HIGHRECOST,NV,CSP,SOLAR,2036,0.174
HIGHRECOST,NV,CSP,SOLAR,2038,0.174
HIGHRECOST,NV,CSP,SOLAR,2040,0.174
HIGHRECOST,NV,CSP,SOLAR,2042,0.174
HIGHRECOST,NV,CSP,SOLAR,2044,0.174
HIGHRECOST,NV,CSP,SOLAR,2046,0.064
HIGHRECOST,NV,CSP,SOLAR,2048,0.064
HIGHRECOST,NV,CSP,SOLAR,2050,0.064
HIGHRECOST,NV,Utility PV,SOLAR,2020,2.15101823076923
HIGHRECOST,NV,Utility PV,SOLAR,2022,2.15101823076923
HIGHRECOST,NV,Utility PV,SOLAR,2024,2.15101823076923
HIGHRECOST,NV,Utility PV,SOLAR,2026,2.15101823076923
HIGHRECOST,NV,Utility PV,SOLAR,2028,2.15101823076923
HIGHRECOST,NV,Utility PV,SOLAR,2030,2.15101823076923
HIGHRECOST,NV,Utility PV,SOLAR,2032,2.15101823076923
HIGHRECOST,NV,Utility PV,SOLAR,2034,2.15101823076923
HIGHRECOST,NV,Utility PV,SOLAR,2036,2.15101823076923
HIGHRECOST,NV,Utility PV,SOLAR,2038,2.15101823076923
HIGHRECOST,NV,Utility PV,SOLAR,2040,2.15101823076923
HIGHRECOST,NV,Utility PV,SOLAR,2042,2.06842987897888
HIGHRECOST,NV,Utility PV,SOLAR,2044,1.78102987897888
HIGHRECOST,NV,Utility PV,SOLAR,2046,1.38817073897094
HIGHRECOST,NV,Utility PV,SOLAR,2048,1.3251403753033
HIGHRECOST,NV,Utility PV,SOLAR,2050,1.45004466040474
HIGHRECOST,NV,Rooftop PV,SOLAR,2020,0.252255454545455
HIGHRECOST,NV,Rooftop PV,SOLAR,2022,0.25514
HIGHRECOST,NV,Rooftop PV,SOLAR,2024,0.255185454545455
HIGHRECOST,NV,Rooftop PV,SOLAR,2026,0.255217272727273
HIGHRECOST,NV,Rooftop PV,SOLAR,2028,0.255238181818182
HIGHRECOST,NV,Rooftop PV,SOLAR,2030,0.255249090909091
HIGHRECOST,NV,Rooftop PV,SOLAR,2032,0.255252727272727
HIGHRECOST,NV,Rooftop PV,SOLAR,2034,0.255255454545455
HIGHRECOST,NV,Rooftop PV,SOLAR,2036,0.255255454545455
HIGHRECOST,NV,Rooftop PV,SOLAR,2038,0.255256363636364
HIGHRECOST,NV,Rooftop PV,SOLAR,2040,0.255257272727273
HIGHRECOST,NV,Rooftop PV,SOLAR,2042,0.255257272727273
HIGHRECOST,NV,Rooftop PV,SOLAR,2044,0.255260909090909
HIGHRECOST,NV,Rooftop PV,SOLAR,2046,0.255263636363636
HIGHRECOST,NV,Rooftop PV,SOLAR,2048,0.255267272727273
HIGHRECOST,NV,Rooftop PV,SOLAR,2050,0.255269090909091
HIGHRECOST,NV,Storage,BATT,2020,0
HIGHRECOST,NV,Storage,BATT,2022,0
HIGHRECOST,NV,Storage,BATT,2024,0
HIGHRECOST,NV,Storage,BATT,2026,0
HIGHRECOST,NV,Storage,BATT,2028,0
HIGHRECOST,NV,Storage,BATT,2030,0
HIGHRECOST,NV,Storage,BATT,2032,0
HIGHRECOST,NV,Storage,BATT,2034,0
HIGHRECOST,NV,Storage,BATT,2036,0
HIGHRECOST,NV,Storage,BATT,2038,0
HIGHRECOST,NV,Storage,BATT,2040,0
HIGHRECOST,NV,Storage,BATT,2042,0.00188211690688153
HIGHRECOST,NV,Storage,BATT,2044,0.00594228951475703
HIGHRECOST,NV,Storage,BATT,2046,0.00750202775848356
HIGHRECOST,NV,Storage,BATT,2048,0.00750202775848356
HIGHRECOST,NV,Storage,BATT,2050,0.00936901305054184
HIGHRECOST,ID,Land-based Wind,WIND,2020,0.966824
HIGHRECOST,ID,Land-based Wind,WIND,2022,0.966824
HIGHRECOST,ID,Land-based Wind,WIND,2024,0.966824
HIGHRECOST,ID,Land-based Wind,WIND,2026,0.966824
HIGHRECOST,ID,Land-based Wind,WIND,2028,0.9665
HIGHRECOST,ID,Land-based Wind,WIND,2030,0.8915
HIGHRECOST,ID,Land-based Wind,WIND,2032,0.8507
HIGHRECOST,ID,Land-based Wind,WIND,2034,0.68
HIGHRECOST,ID,Land-based Wind,WIND,2036,0.68
HIGHRECOST,ID,Land-based Wind,WIND,2038,0.68
HIGHRECOST,ID,Land-based Wind,WIND,2040,0.68
HIGHRECOST,ID,Land-based Wind,WIND,2042,0.0922637564560622
HIGHRECOST,ID,Land-based Wind,WIND,2044,0.0922637564560622
HIGHRECOST,ID,Land-based Wind,WIND,2046,0.0922637564560622
HIGHRECOST,ID,Land-based Wind,WIND,2048,0.0922637564560622
HIGHRECOST,ID,Land-based Wind,WIND,2050,0.0922637564560622
HIGHRECOST,ID,Offshore Wind,WIND,2020,0
HIGHRECOST,ID,Offshore Wind,WIND,2022,0
HIGHRECOST,ID,Offshore Wind,WIND,2024,0
HIGHRECOST,ID,Offshore Wind,WIND,2026,0
HIGHRECOST,ID,Offshore Wind,WIND,2028,0
HIGHRECOST,ID,Offshore Wind,WIND,2030,0
HIGHRECOST,ID,Offshore Wind,WIND,2032,0
HIGHRECOST,ID,Offshore Wind,WIND,2034,0
HIGHRECOST,ID,Offshore Wind,WIND,2036,0
HIGHRECOST,ID,Offshore Wind,WIND,2038,0
HIGHRECOST,ID,Offshore Wind,WIND,2040,0
HIGHRECOST,ID,Offshore Wind,WIND,2042,0
HIGHRECOST,ID,Offshore Wind,WIND,2044,0
HIGHRECOST,ID,Offshore Wind,WIND,2046,0
HIGHRECOST,ID,Offshore Wind,WIND,2048,0
HIGHRECOST,ID,Offshore Wind,WIND,2050,0
HIGHRECOST,ID,CSP,SOLAR,2020,0
HIGHRECOST,ID,CSP,SOLAR,2022,0
HIGHRECOST,ID,CSP,SOLAR,2024,0
HIGHRECOST,ID,CSP,SOLAR,2026,0
HIGHRECOST,ID,CSP,SOLAR,2028,0
HIGHRECOST,ID,CSP,SOLAR,2030,0
HIGHRECOST,ID,CSP,SOLAR,2032,0
HIGHRECOST,ID,CSP,SOLAR,2034,0
HIGHRECOST,ID,CSP,SOLAR,2036,0
HIGHRECOST,ID,CSP,SOLAR,2038,0
HIGHRECOST,ID,CSP,SOLAR,2040,0
HIGHRECOST,ID,CSP,SOLAR,2042,0
HIGHRECOST,ID,CSP,SOLAR,2044,0
HIGHRECOST,ID,CSP,SOLAR,2046,0
HIGHRECOST,ID,CSP,SOLAR,2048,0
HIGHRECOST,ID,CSP,SOLAR,2050,0
HIGHRECOST,ID,Utility PV,SOLAR,2020,0.310325
HIGHRECOST,ID,Utility PV,SOLAR,2022,0.310325
HIGHRECOST,ID,Utility PV,SOLAR,2024,1.59649854997248
HIGHRECOST,ID,Utility PV,SOLAR,2026,1.59649854997248
HIGHRECOST,ID,Utility PV,SOLAR,2028,1.59649854997248
HIGHRECOST,ID,Utility PV,SOLAR,2030,1.59649854997248
HIGHRECOST,ID,Utility PV,SOLAR,2032,1.59649854997248
HIGHRECOST,ID,Utility PV,SOLAR,2034,1.59649854997248
HIGHRECOST,ID,Utility PV,SOLAR,2036,1.59649854997248
HIGHRECOST,ID,Utility PV,SOLAR,2038,1.59649854997248
HIGHRECOST,ID,Utility PV,SOLAR,2040,1.59649854997248
HIGHRECOST,ID,Utility PV,SOLAR,2042,1.59649854997248
HIGHRECOST,ID,Utility PV,SOLAR,2044,1.59649854997248
HIGHRECOST,ID,Utility PV,SOLAR,2046,1.40649954997248
HIGHRECOST,ID,Utility PV,SOLAR,2048,1.28617354997248
HIGHRECOST,ID,Utility PV,SOLAR,2050,1.28617354997248
HIGHRECOST,ID,Rooftop PV,SOLAR,2020,0.0208445454545455
HIGHRECOST,ID,Rooftop PV,SOLAR,2022,0.0209272727272727
HIGHRECOST,ID,Rooftop PV,SOLAR,2024,0.0209272727272727
HIGHRECOST,ID,Rooftop PV,SOLAR,2026,0.0209272727272727
HIGHRECOST,ID,Rooftop PV,SOLAR,2028,0.0209272727272727
HIGHRECOST,ID,Rooftop PV,SOLAR,2030,0.0209272727272727
HIGHRECOST,ID,Rooftop PV,SOLAR,2032,0.0209272727272727
HIGHRECOST,ID,Rooftop PV,SOLAR,2034,0.0209272727272727
HIGHRECOST,ID,Rooftop PV,SOLAR,2036,0.0209272727272727
HIGHRECOST,ID,Rooftop PV,SOLAR,2038,0.0209272727272727
HIGHRECOST,ID,Rooftop PV,SOLAR,2040,0.0209272727272727
HIGHRECOST,ID,Rooftop PV,SOLAR,2042,0.0209272727272727
HIGHRECOST,ID,Rooftop PV,SOLAR,2044,0.0209272727272727
HIGHRECOST,ID,Rooftop PV,SOLAR,2046,0.0209272727272727
HIGHRECOST,ID,Rooftop PV,SOLAR,2048,0.0209281818181818
HIGHRECOST,ID,Rooftop PV,SOLAR,2050,0.0209281818181818
HIGHRECOST,ID,Storage,BATT,2020,0
HIGHRECOST,ID,Storage,BATT,2022,0
HIGHRECOST,ID,Storage,BATT,2024,0
HIGHRECOST,ID,Storage,BATT,2026,0
HIGHRECOST,ID,Storage,BATT,2028,0
HIGHRECOST,ID,Storage,BATT,2030,0
HIGHRECOST,ID,Storage,BATT,2032,0
HIGHRECOST,ID,Storage,BATT,2034,0
HIGHRECOST,ID,Storage,BATT,2036,0
HIGHRECOST,ID,Storage,BATT,2038,0
HIGHRECOST,ID,Storage,BATT,2040,0
HIGHRECOST,ID,Storage,BATT,2042,0
HIGHRECOST,ID,Storage,BATT,2044,1.01167675388337e-05
HIGHRECOST,ID,Storage,BATT,2046,1.01167675388337e-05
HIGHRECOST,ID,Storage,BATT,2048,1.01167675388337e-05
HIGHRECOST,ID,Storage,BATT,2050,1.01167675388337e-05
